level,branch,place,position,no,name,full_name,state,political_party,political_leaning,president,president_political_party,start_date,end_date,birth_state,birth_date,impeached
federal,executive,Department of Agriculture,Secretary of Agriculture,15,Ezra Taft Benson,,,,,,,,,,,
federal,executive,Department of Agriculture,Secretary of Agriculture,16,Orville Freeman,,,,,,,,,,,
federal,executive,Department of Agriculture,Secretary of Agriculture,17,Clifford M. Hardin,,,,,,,,,,,
federal,executive,Department of Agriculture,Secretary of Agriculture,18,Earl Butz,,,,,,,,,,,
federal,executive,Department of Agriculture,Secretary of Agriculture,19,John Albert Knebel,,,,,,,,,,,
federal,executive,Department of Agriculture,Secretary of Agriculture,20,Robert Bergland,,,,,,,,,,,
federal,executive,Department of Agriculture,Secretary of Agriculture,21,John Rusling Block,,,,,,,,,,,
federal,executive,Department of Agriculture,Secretary of Agriculture,22,Richard Edmund Lyng,,,,,,,,,,,
federal,executive,Department of Agriculture,Secretary of Agriculture,23,Clayton Yeutter,,,,,,,,,,,
federal,executive,Department of Agriculture,Secretary of Agriculture,24,Edward Rell Madigan,,,,,,,,,,,
federal,executive,Department of Agriculture,Secretary of Agriculture,25,Mike Espy,,,,,,,,,,,
federal,executive,Department of Agriculture,Secretary of Agriculture,26,Dan Glickman,,,,,,,,,,,
federal,executive,Department of Agriculture,Secretary of Agriculture,27,Ann Veneman,,,,,,,,,,,
federal,executive,Department of Agriculture,Secretary of Agriculture,28,Mike Johanns,,,,,,,,,,,
federal,executive,Department of Agriculture,Secretary of Agriculture,29,Ed Schafer,,,,,,,,,,,
federal,executive,Department of Agriculture,Secretary of Agriculture,30,Tom Vilsack,,,,,,,,,,,
federal,executive,Department of Agriculture,Secretary of Agriculture,31,Sonny Perdue,,,,,,,,,,,
federal,executive,Department of Agriculture,Secretary of Agriculture,32,Tom Vilsack,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,1,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,2,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,3,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,4,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,5,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,6,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,7,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,8,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,9,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,10,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,11,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,12,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,13,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,14,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,15,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,16,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,17,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,18,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,19,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,20,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,21,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,22,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,23,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,24,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,25,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,26,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,27,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,28,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,29,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,30,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,31,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,32,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,33,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,34,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,35,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,36,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,37,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,38,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,39,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,40,,,,,,,,,,,,
federal,executive,Department of Commerce,Secretary of Commerce,41,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,1,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,2,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,3,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,4,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,5,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,6,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,7,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,8,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,9,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,10,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,11,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,12,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,13,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,14,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,15,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,16,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,17,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,18,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,19,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,20,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,21,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,22,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,23,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,24,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,25,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,26,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,27,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,28,,,,,,,,,,,,
federal,executive,Department of Labor,Secretary of Labor,29,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,1,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,2,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,3,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,4,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,5,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,6,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,7,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,8,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,9,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,10,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,11,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,12,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,13,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,14,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,15,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,16,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,17,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,18,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,19,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,20,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,21,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,22,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,23,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,24,,,,,,,,,,,,
federal,executive,Department of Health and Human Services,Secretary of Health and Human Services,25,,,,,,,,,,,,
federal,executive,Department of Housing and Urban Development,Secretary of Housing and Urban Development,1,,,,,,,,,,,,
federal,executive,Department of Housing and Urban Development,Secretary of Housing and Urban Development,2,,,,,,,,,,,,
federal,executive,Department of Housing and Urban Development,Secretary of Housing and Urban Development,3,,,,,,,,,,,,
federal,executive,Department of Housing and Urban Development,Secretary of Housing and Urban Development,4,,,,,,,,,,,,
federal,executive,Department of Housing and Urban Development,Secretary of Housing and Urban Development,5,,,,,,,,,,,,
federal,executive,Department of Housing and Urban Development,Secretary of Housing and Urban Development,6,,,,,,,,,,,,
federal,executive,Department of Housing and Urban Development,Secretary of Housing and Urban Development,7,,,,,,,,,,,,
federal,executive,Department of Housing and Urban Development,Secretary of Housing and Urban Development,8,,,,,,,,,,,,
federal,executive,Department of Housing and Urban Development,Secretary of Housing and Urban Development,9,,,,,,,,,,,,
federal,executive,Department of Housing and Urban Development,Secretary of Housing and Urban Development,10,,,,,,,,,,,,
federal,executive,Department of Housing and Urban Development,Secretary of Housing and Urban Development,11,,,,,,,,,,,,
federal,executive,Department of Housing and Urban Development,Secretary of Housing and Urban Development,12,,,,,,,,,,,,
federal,executive,Department of Housing and Urban Development,Secretary of Housing and Urban Development,13,,,,,,,,,,,,
federal,executive,Department of Housing and Urban Development,Secretary of Housing and Urban Development,14,,,,,,,,,,,,
federal,executive,Department of Housing and Urban Development,Secretary of Housing and Urban Development,15,,,,,,,,,,,,
federal,executive,Department of Housing and Urban Development,Secretary of Housing and Urban Development,16,,,,,,,,,,,,
federal,executive,Department of Housing and Urban Development,Secretary of Housing and Urban Development,17,,,,,,,,,,,,
federal,executive,Department of Housing and Urban Development,Secretary of Housing and Urban Development,18,,,,,,,,,,,,
federal,executive,Department of Transportation,Secretary of Transportation,1,Alan S. Boyd,,Florida,Democratic,,Lyndon B. Johnson,Democratic,,,,,
federal,executive,Department of Transportation,Secretary of Transportation,2,John Volpe,,Massachusetts,Republican,,Richard Nixon,Republican,,,,,
federal,executive,Department of Transportation,Secretary of Transportation,3,Claude Brinegar,,California,Republican,,Gerald R. Ford,Republican,,,,,
federal,executive,Department of Transportation,Secretary of Transportation,4,William Thaddeus Coleman Jr.,,Pennsylvania,Republican,,Gerald R. Ford,Republican,,,,,
federal,executive,Department of Transportation,Secretary of Transportation,5,Brock Adams,,Washington,Democratic,,Jimmy Carter,Democratic,,,,,
federal,executive,Department of Transportation,Secretary of Transportation,6,Neil Goldschmidt,,Oregon,Democratic,,Jimmy Carter,Democratic,,,,,
federal,executive,Department of Transportation,Secretary of Transportation,7,Drew Lewis,,Pennsylvania,Republican,,Ronald Reagan,Republican,,,,,
federal,executive,Department of Transportation,Secretary of Transportation,8,Elizabeth Dole,,Kansas,Republican,,Ronald Reagan,Republican,,,,,
federal,executive,Department of Transportation,Secretary of Transportation,9,James H. Burnley IV,,North Carolina,Republican,,Ronald Reagan,Republican,,,,,
federal,executive,Department of Transportation,Secretary of Transportation,10,Samuel K. Skinner,,Illinois,Republican,,George H. W. Bush,Republican,,,,,
federal,executive,Department of Transportation,Secretary of Transportation,11,Andrew Card,,Massachusetts,Republican,,George H. W. Bush,Republican,,,,,
federal,executive,Department of Transportation,Secretary of Transportation,12,Federico Peña,,Colorado,Democratic,,Bill Clinton,Democratic,,,,,
federal,executive,Department of Transportation,Secretary of Transportation,13,Rodney E. Slater,,Arkansas,Democratic,,Bill Clinton,Democratic,,,,,
federal,executive,Department of Transportation,Secretary of Transportation,14,Norman Mineta,,California,Democratic,,George W. Bush,Republican,,,,,
federal,executive,Department of Transportation,Secretary of Transportation,15,Mary E. Peters,,Arizona,Republican,,George W. Bush,Republican,,,,,
federal,executive,Department of Transportation,Secretary of Transportation,16,Ray LaHood,,Illinois,Republican,,Barack Obama,Democratic,,,,,
federal,executive,Department of Transportation,Secretary of Transportation,17,Anthony Foxx,,North Carolina,Democratic,,Barack Obama,Democratic,,,,,
federal,executive,Department of Transportation,Secretary of Transportation,18,Elaine Chao,,Kentucky,Republican,,Donald Trump,Democratic,,,,,
federal,executive,Department of Transportation,Secretary of Transportation,19,Pete Buttigieg,,Indiana,Democratic,,Joe Biden,Democratic,,,,,
federal,executive,Department of Energy,Secretary of Energy,1,James Schlesinger,,Virginia,Republican,,Jimmy Carter,Democratic,,,,,
federal,executive,Department of Energy,Secretary of Energy,2,Charles Duncan,,Texas,Democratic,,Jimmy Carter,Democratic,,,,,
federal,executive,Department of Energy,Secretary of Energy,3,James Edwards,,South Carolina,Republican,,Ronald Reagan,Republican,,,,,
federal,executive,Department of Energy,Secretary of Energy,4,Donald Hodel,,Oregon,Republican,,Ronald Reagan,Republican,,,,,
federal,executive,Department of Energy,Secretary of Energy,5,John Herrington,,California,Republican,,Ronald Reagan,Republican,,,,,
federal,executive,Department of Energy,Secretary of Energy,6,James Watkins,,California,Republican,,George H. W. Bush,Republican,,,,,
federal,executive,Department of Energy,Secretary of Energy,7,Hazel O'Leary,,Virginia,Democratic,,Bill Clinton,Democratic,,,,,
federal,executive,Department of Energy,Secretary of Energy,8,Federico Peña,,Colorado,Democratic,,Bill Clinton,Democratic,,,,,
federal,executive,Department of Energy,Secretary of Energy,9,Bill Richardson,,New Mexico,Democratic,,Bill Clinton,Democratic,,,,,
federal,executive,Department of Energy,Secretary of Energy,10,Spencer Abraham,,Michigan,Republican,,George W. Bush,Republican,,,,,
federal,executive,Department of Energy,Secretary of Energy,11,Samuel Bodman,,Illinois,Republican,,George W. Bush,Republican,,,,,
federal,executive,Department of Energy,Secretary of Energy,12,Steven Chu,,California,Democratic,,Barack Obama,Democratic,,,,,
federal,executive,Department of Energy,Secretary of Energy,13,Ernest Moniz,,Massachusetts,Democratic,,Barack Obama,Democratic,,,,,
federal,executive,Department of Energy,Secretary of Energy,14,Rick Perry,,Texas,Republican,,Donald Trump,Republican,,,,,
federal,executive,Department of Energy,Secretary of Energy,15,Dan Brouillette,,Texas,Republican,,Donald Trump,Republican,,,,,
federal,executive,Department of Energy,Secretary of Energy,16,Jennifer Granholm,,Michigan,Democratic,,Joe Biden,Democratic,,,,,
federal,executive,Department of Education,Secretary of Education,1,Shirley Hufstedler,,California,Democratic,,Jimmy Carter,Democratic,,,,,
federal,executive,Department of Education,Secretary of Education,2,Terrel Bell,,Utah,Republican,,Ronald Reagan,Republican,,,,,
federal,executive,Department of Education,Secretary of Education,3,William Bennett,,North Carolina,Republican,,Ronald Reagan,Republican,,,,,
federal,executive,Department of Education,Secretary of Education,4,Lauro Cavazos,,Texas,Democratic,,George H. W. Bush,Republican,,,,,
federal,executive,Department of Education,Secretary of Education,5,Lamar Alexander,,Tennessee,Republican,,George H. W. Bush,Republican,,,,,
federal,executive,Department of Education,Secretary of Education,6,Richard Riley,,South Carolina,Democratic,,Bill Clinton,Democratic,,,,,
federal,executive,Department of Education,Secretary of Education,7,Rod Paige,,Texas,Republican,,George W. Bush,Republican,,,,,
federal,executive,Department of Education,Secretary of Education,8,Margaret Spellings,,Texas,Republican,,George W. Bush,Republican,,,,,
federal,executive,Department of Education,Secretary of Education,9,Arne Duncan,,Illinois,Democratic,,Barack Obama,Democratic,,,,,
federal,executive,Department of Education,Secretary of Education,10,John King Jr.,,New York,Democratic,,Barack Obama,Democratic,,,,,
federal,executive,Department of Education,Secretary of Education,11,Betsy DeVos,,Michigan,Republican,,Donald Trump,Republican,,,,,
federal,executive,Department of Education,Secretary of Education,12,Miguel Cardona,,Connecticut,Democratic,,Joe Biden,Democratic,,,,,
federal,executive,Department of Veterans Affairs,Secretary of Veterans Affairs,1,Ed Derwinski,,Illinois,Republican,,George H. W. Bush,Republican,,,,,
federal,executive,Department of Veterans Affairs,Secretary of Veterans Affairs,2,Jesse Brown,,Illinois,Democratic,,Bill Clinton,Democratic,,,,,
federal,executive,Department of Veterans Affairs,Secretary of Veterans Affairs,3,Togo D. West Jr.,,District of Columbia,Democratic,,Bill Clinton,Democratic,,,,,
federal,executive,Department of Veterans Affairs,Secretary of Veterans Affairs,4,Anthony Principi,,California,Republican,,George W. Bush,Republican,,,,,
federal,executive,Department of Veterans Affairs,Secretary of Veterans Affairs,5,Jim Nicholson,,Colorado,Republican,,George W. Bush,Republican,,,,,
federal,executive,Department of Veterans Affairs,Secretary of Veterans Affairs,6,James Peake,,District of Columbia,Republican,,George W. Bush,Republican,,,,,
federal,executive,Department of Veterans Affairs,Secretary of Veterans Affairs,7,Eric Shinseki,,Hawaii,Independent,,Barack Obama,Democratic,,,,,
federal,executive,Department of Veterans Affairs,Secretary of Veterans Affairs,8,Bob McDonald,,Ohio,Republican,,Barack Obama,Democratic,,,,,
federal,executive,Department of Veterans Affairs,Secretary of Veterans Affairs,9,David Shulkin,,Pennsylvania,Independent,,Donald Trump,Republican,,,,,
federal,executive,Department of Veterans Affairs,Secretary of Veterans Affairs,10,Robert Wilkie,,North Carolina,Republican,,Donald Trump,Republican,,,,,
federal,executive,Department of Veterans Affairs,Secretary of Veterans Affairs,11,Denis McDonough,,Minnesota,Democratic,,Joe Biden,Democratic,,,,,
federal,executive,Department of Homeland Security,Secretary of Homeland Security,1,Tom Ridge,,,Republican,,George W. Bush,Republican,,,,,
federal,executive,Department of Homeland Security,Secretary of Homeland Security,2,Michael Chertoff,,,Republican,,George W. Bush,Republican,,,,,
federal,executive,Department of Homeland Security,Secretary of Homeland Security,3,Janet Napolitano,,,Democratic,,Barack Obama,Democratic,,,,,
federal,executive,Department of Homeland Security,Secretary of Homeland Security,4,Jeh Johnson,,,Democratic,,Barack Obama,Democratic,,,,,
federal,executive,Department of Homeland Security,Secretary of Homeland Security,5,John F. Kelly,,,Independent,,Donald Trump,Republican,,,,,
federal,executive,Department of Homeland Security,Secretary of Homeland Security,6,Kirstjen Nielsen,,,Republican,,Donald Trump,Republican,,,,,
federal,executive,Department of Homeland Security,Secretary of Homeland Security,7,Alejandro Mayorkas,,,Democratic,,Joe Biden,Democratic,,,,,
federal,executive,Intelligence Community,Director of National Intelligence,1,John Negroponte,,,,,,,,,,,
federal,executive,Intelligence Community,Director of National Intelligence,2,Mike McConnell,,,,,,,,,,,
federal,executive,Intelligence Community,Director of National Intelligence,3,Dennis Blair,,,,,,,,,,,
federal,executive,Intelligence Community,Director of National Intelligence,4,James Clapper,,,,,,,,,,,
federal,executive,Intelligence Community,Director of National Intelligence,5,Dan Coats,,,,,,,,,,,
federal,executive,Intelligence Community,Director of National Intelligence,6,John Ratcliffe,,,,,,,,,,,
federal,executive,Intelligence Community,Director of National Intelligence,7,Avril Haines,,,,,,,,,,,
federal,executive,Central Intelligence Agency (CIA),Director of the Central Intelligence Agency,1,Porter Goss,,,,,,,,,,,
federal,executive,Central Intelligence Agency (CIA),Director of the Central Intelligence Agency,2,Michael Hayden,,,,,,,,,,,
federal,executive,Central Intelligence Agency (CIA),Director of the Central Intelligence Agency,3,Leon Panetta,,,,,,,,,,,
federal,executive,Central Intelligence Agency (CIA),Director of the Central Intelligence Agency,4,David Petraeus,,,,,,,,,,,
federal,executive,Central Intelligence Agency (CIA),Director of the Central Intelligence Agency,5,John Brennan,,,,,,,,,,,
federal,executive,Central Intelligence Agency (CIA),Director of the Central Intelligence Agency,6,Mike Pompeo,,,,,,,,,,,
federal,executive,Central Intelligence Agency (CIA),Director of the Central Intelligence Agency,7,Gina Haspel,,,,,,,,,,,
federal,executive,Central Intelligence Agency (CIA),Director of the Central Intelligence Agency,8,Bill Burns,,,,,,,,,,,
federal,executive,United Nations,Ambassador,1,Edward Stettinius Jr.,,,,,,,,,,,
federal,executive,United Nations,Ambassador,2,Warren Austin,,,,,,,,,,,
federal,executive,United Nations,Ambassador,3,Henry Cabot Lodge Jr.,,,,,,,,,,,
federal,executive,United Nations,Ambassador,4,James Jeremiah Wadsworth,,,,,,,,,,,
federal,executive,United Nations,Ambassador,5,Adlai Stevenson II,,,,,,,,,,,
federal,executive,United Nations,Ambassador,6,Arthur Goldberg,,,,,,,,,,,
federal,executive,United Nations,Ambassador,7,George Ball,,,,,,,,,,,
federal,executive,United Nations,Ambassador,8,James Russell Wiggins,,,,,,,,,,,
federal,executive,United Nations,Ambassador,9,Charles W. Yost,,,,,,,,,,,
federal,executive,United Nations,Ambassador,10,George H. W. Bush,,,,,,,,,,,
federal,executive,United Nations,Ambassador,11,John A. Scali,,,,,,,,,,,
federal,executive,United Nations,Ambassador,12,Daniel Patrick Moynihan,,,,,,,,,,,
federal,executive,United Nations,Ambassador,13,William Scranton,,,,,,,,,,,
federal,executive,United Nations,Ambassador,14,Andrew Young,,,,,,,,,,,
federal,executive,United Nations,Ambassador,15,Donald McHenry,,,,,,,,,,,
federal,executive,United Nations,Ambassador,16,Jeane Kirkpatrick,,,,,,,,,,,
federal,executive,United Nations,Ambassador,17,Vernon A. Walters,,,,,,,,,,,
federal,executive,United Nations,Ambassador,18,Thomas R. Pickering,,,,,,,,,,,
federal,executive,United Nations,Ambassador,19,Edward J. Perkins,,,,,,,,,,,
federal,executive,United Nations,Ambassador,20,Madeleine Albright,,,,,,,,,,,
federal,executive,United Nations,Ambassador,21,Bill Richardson,,,,,,,,,,,
federal,executive,United Nations,Ambassador,22,Richard Holbrooke,,,,,,,,,,,
federal,executive,United Nations,Ambassador,23,John Negroponte,,,,,,,,,,,
federal,executive,United Nations,Ambassador,24,John Danforth,,,,,,,,,,,
federal,executive,United Nations,Ambassador,25,John Bolton,,,,,,,,,,,
federal,executive,United Nations,Ambassador,26,Zalmay Khalilzad,,,,,,,,,,,
federal,executive,United Nations,Ambassador,27,Susan Rice,,,,,,,,,,,
federal,executive,United Nations,Ambassador,28,Samantha Power,,,,,,,,,,,
federal,executive,United Nations,Ambassador,29,Nikki Haley,,,,,,,,,,,
federal,executive,United Nations,Ambassador,30,Kelly Craft,,,,,,,,,,,
federal,executive,United Nations,Ambassador,31,Linda Thomas-Greenfield,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,1,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,2,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,3,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,4,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,5,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,6,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,7,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,8,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,9,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,10,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,11,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,12,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,13,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,14,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,15,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,16,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,17,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,18,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,19,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,20,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,21,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,22,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,23,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,24,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,25,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,26,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,27,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,28,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,29,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,30,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,31,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,32,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,33,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,34,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,35,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,36,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,37,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,38,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,39,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,40,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,41,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,42,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,43,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,44,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,45,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,46,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,47,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,48,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,49,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,50,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,51,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,52,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,53,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,54,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,55,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,56,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,57,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,58,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,59,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,60,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,61,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,62,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,63,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,64,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,65,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,66,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,67,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,68,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,69,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,70,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,71,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,72,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,73,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,74,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,75,,,,,,,,,,,,
