symbol,name,security
SEDG,"SolarEdge Technologies, Inc.","SolarEdge Technologies, Inc. - Common Stock"
SEED,Origin Agritech Limited,Origin Agritech Limited - Common Stock
SEIC,SEI Investments Company,SEI Investments Company - Common Stock
SEII,Sharing Economy International Inc.,Sharing Economy International Inc. - Common Stock
SELB,"Selecta Biosciences, Inc.","Selecta Biosciences, Inc. - Common Stock"
SELF,"Global Self Storage, Inc.","Global Self Storage, Inc. - Common Stock"
SENEA,Seneca Foods Corp.,Seneca Foods Corp. - Class A Common Stock
SENEB,Seneca Foods Corp.,Seneca Foods Corp. - Class B Common Stock
SES,"Synthesis Energy Systems, Inc.","Synthesis Energy Systems, Inc. - Common Stock"
SESN,"Sesen Bio, Inc.","Sesen Bio, Inc. - Common Stock"
SFBC,"Sound Financial Bancorp, Inc.","Sound Financial Bancorp, Inc. - Common Stock"
SFBS,"ServisFirst Bancshares, Inc.","ServisFirst Bancshares, Inc. - Common Stock"
SFET,Safe,Safe-T Group Ltd. - American Depositary Share
SFIX,"Stitch Fix, Inc.","Stitch Fix, Inc. - Class A Common Stock"
SFLY,"Shutterfly, Inc.","Shutterfly, Inc. - Common Stock"
SFM,"Sprouts Farmers Market, Inc.","Sprouts Farmers Market, Inc. - Common Stock"
SFNC,Simmons First National Corporation,Simmons First National Corporation - Common Stock
SFST,"Southern First Bancshares, Inc.","Southern First Bancshares, Inc. - Common Stock"
SGA,"Saga Communications, Inc.","Saga Communications, Inc. - Class A Common Stock"
SGBX,"SG Blocks, Inc.","SG Blocks, Inc. - Common Stock"
SGC,"Superior Group of Companies, Inc.","Superior Group of Companies, Inc. - Common Stock"
SGEN,"Seattle Genetics, Inc.","Seattle Genetics, Inc. - Common Stock"
SGH,"SMART Global Holdings, Inc.","SMART Global Holdings, Inc. - Ordinary Shares"
SGLB,"Sigma Labs, Inc.","Sigma Labs, Inc. - Common Stock"
SGLBW,"Sigma Labs, Inc.","Sigma Labs, Inc. - Warrant"
SGMA,"SigmaTron International, Inc.","SigmaTron International, Inc. - Common Stock"
SGMO,"Sangamo Therapeutics, Inc.","Sangamo Therapeutics, Inc. - Common Stock"
SGMS,Scientific Games Corp,Scientific Games Corp - Common Stock
SGOC,"SGOCO Group, Ltd","SGOCO Group, Ltd - Ordinary Shares (Cayman Islands)"
SGRP,"SPAR Group, Inc.","SPAR Group, Inc. - Common Stock"
SGRY,"Surgery Partners, Inc.","Surgery Partners, Inc. - Common Stock"
SGYP,"Synergy Pharmaceuticals, Inc.","Synergy Pharmaceuticals, Inc. - Common Stock"
SHBI,Shore Bancshares Inc,Shore Bancshares Inc - Common Stock
SHEN,Shenandoah Telecommunications Co,Shenandoah Telecommunications Co - Common Stock
SHIP,Seanergy Maritime Holdings Corp,Seanergy Maritime Holdings Corp - Common Stock
SHIPW,Seanergy Maritime Holdings Corp,Seanergy Maritime Holdings Corp - Class A Warrants
SHLD,Sears Holdings Corporation,Sears Holdings Corporation - Common Stock
SHLDW,Sears Holdings Corporation,Sears Holdings Corporation - Warrant
SHLO,"Shiloh Industries, Inc.","Shiloh Industries, Inc. - Common Stock"
SHOO,"Steven Madden, Ltd.","Steven Madden, Ltd. - Common Stock"
SHOS,"Sears Hometown and Outlet Stores, Inc.","Sears Hometown and Outlet Stores, Inc. - Common Stock"
SHPG,Shire plc,"Shire plc - American Depositary Shares, each representing three Ordinary Shares"
SHSP,"SharpSpring, Inc.","SharpSpring, Inc. - Common Stock"
SHV,iShares Short Treasury Bond ETF,iShares Short Treasury Bond ETF
SHY,iShares 1,iShares 1-3 Year Treasury Bond ETF
SIC,"Select Interior Concepts, Inc.","Select Interior Concepts, Inc. - Class A Common Stock"
SIEB,Siebert Financial Corp.,Siebert Financial Corp. - Common Stock
SIEN,"Sientra, Inc.","Sientra, Inc. - Common Stock"
SIFI,"SI Financial Group, Inc.","SI Financial Group, Inc. - Common Stock"
SIFY,Sify Technologies Limited,"Sify Technologies Limited - American Depository Shares, each represented by one Equity Share"
SIGA,SIGA Technologies Inc.,SIGA Technologies Inc. - Common Stock
SIGI,"Selective Insurance Group, Inc.","Selective Insurance Group, Inc. - Common Stock"
SIGM,"Sigma Designs, Inc.","Sigma Designs, Inc. - Common Stock"
SILC,Silicom Ltd,Silicom Ltd - Ordinary Shares
SIMO,Silicon Motion Technology Corporation,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares"
SINA,Sina Corporation,Sina Corporation - Ordinary Shares
SINO,Sino,"Sino-Global Shipping America, Ltd. - Common Stock"
SIR,Select Income REIT,Select Income REIT - Common Shares of Beneficial Interest
SIRI,Sirius XM Holdings Inc.,Sirius XM Holdings Inc. - Common Stock
SITO,"SITO Mobile, Ltd.","SITO Mobile, Ltd. - Common Stock"
SIVB,SVB Financial Group,SVB Financial Group - Common Stock
SKIS,"Peak Resorts, Inc.","Peak Resorts, Inc. - Common Stock"
SKOR,FlexShares Credit,FlexShares Credit-Scored US Corporate Bond Index Fund
SKYS,"Sky Solar Holdings, Ltd.","Sky Solar Holdings, Ltd. - American Depositary Shares"
SKYW,"SkyWest, Inc.","SkyWest, Inc. - Common Stock"
SKYY,First Trust Cloud Computing ETF,First Trust Cloud Computing ETF
SLAB,"Silicon Laboratories, Inc.","Silicon Laboratories, Inc. - Common Stock"
SLCT,"Select Bancorp, Inc.","Select Bancorp, Inc. - Common Stock"
SLDB,Solid Biosciences Inc.,Solid Biosciences Inc. - Common Stock
SLGL,Sol,Sol-Gel Technologies Ltd. - Common Stock
SLGN,Silgan Holdings Inc.,Silgan Holdings Inc. - Common Stock
SLIM,The Obesity ETF,The Obesity ETF
SLM,SLM Corporation,SLM Corporation - Common Stock
SLMBP,SLM Corporation,"SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B"
SLNO,"Soleno Therapeutics, Inc.","Soleno Therapeutics, Inc. - Common Stock"
SLNOW,"Soleno Therapeutics, Inc.","Soleno Therapeutics, Inc. - Series A Warrant"
SLP,"Simulations Plus, Inc.","Simulations Plus, Inc. - Common Stock"
SLQD,iShares 0,iShares 0-5 Year Investment Grade Corporate Bond ETF
SLRC,Solar Capital Ltd.,Solar Capital Ltd. - Common Stock
SLS,"SELLAS Life Sciences Group, Inc.","SELLAS Life Sciences Group, Inc.  - Common Stock"
SLVO,Credit Suisse AG,Credit Suisse AG - Credit Suisse Silver Shares Covered Call Exchange Traded Notes
SMBC,"Southern Missouri Bancorp, Inc.","Southern Missouri Bancorp, Inc. - Common Stock"
SMBK,"SmartFinancial, Inc.","SmartFinancial, Inc. - Common Stock"
SMCI,"Super Micro Computer, Inc.","Super Micro Computer, Inc. - Common Stock"
SMCP,AlphaMark Actively Managed Small Cap ETF,AlphaMark Actively Managed Small Cap ETF
SMED,Sharps Compliance Corp.,Sharps Compliance Corp. - Common Stock
SMIT,"Schmitt Industries, Inc.","Schmitt Industries, Inc. - Common Stock"
SMMF,"Summit Financial Group, Inc.","Summit Financial Group, Inc. - Common Stock"
SMMT,Summit Therapeutics plc,Summit Therapeutics plc - American Depositary Shares
SMPL,The Simply Good Foods Company,The Simply Good Foods Company - Common Stock
SMPLW,The Simply Good Foods Company,The Simply Good Foods Company - Warrant
SMRT,"Stein Mart, Inc.","Stein Mart, Inc. - Common Stock"
SMSI,"Smith Micro Software, Inc.","Smith Micro Software, Inc. - Common Stock"
SMTC,Semtech Corporation,Semtech Corporation - Common Stock
SMTX,SMTC Corporation,SMTC Corporation - Common Stock
SNBR,Sleep Number Corporation,Sleep Number Corporation - Common Stock
SND,"Smart Sand, Inc.","Smart Sand, Inc. - Common Stock"
SNDE,Sundance Energy Australia Limited,Sundance Energy Australia Limited - American Depositary Shares
SNDX,"Syndax Pharmaceuticals, Inc.","Syndax Pharmaceuticals, Inc. - Common Stock"
SNES,"SenesTech, Inc.","SenesTech, Inc. - Common Stock"
SNFCA,Security National Financial Corporation,Security National Financial Corporation - Class A Common Stock
SNGX,"Soligenix, Inc.","Soligenix, Inc. - Common Stock"
SNGXW,"Soligenix, Inc.","Soligenix, Inc. - Warrant"
SNH,Senior Housing Properties Trust,Senior Housing Properties Trust - Common Shares of Beneficial Interest
SNHNI,Senior Housing Properties Trust,Senior Housing Properties Trust - 5.625% Senior Notes due 2042
SNHNL,Senior Housing Properties Trust,Senior Housing Properties Trust - 6.25% Senior Notes Due 2046
SNHY,Sun Hydraulics Corporation,Sun Hydraulics Corporation - Common Stock
SNLN,Highland/iBoxx Senior Loan ETF,Highland/iBoxx Senior Loan ETF
SNMX,"Senomyx, Inc.","Senomyx, Inc. - Common Stock"
SNNA,"Sienna Biopharmaceuticals, Inc.","Sienna Biopharmaceuticals, Inc. - Common Stock"
SNOA,"Sonoma Pharmaceuticals, Inc.","Sonoma Pharmaceuticals, Inc. - Common Stock"
SNOAW,"Sonoma Pharmaceuticals, Inc.","Sonoma Pharmaceuticals, Inc. - Warrants"
SNPS,"Synopsys, Inc.","Synopsys, Inc. - Common Stock"
SNSR,Global X Internet of Things ETF,Global X Internet of Things ETF
SNSS,"Sunesis Pharmaceuticals, Inc.","Sunesis Pharmaceuticals, Inc. - Common Stock"
SOCL,Global X Social Media ETF,Global X Social Media ETF
SODA,SodaStream International Ltd.,SodaStream International Ltd. - Ordinary Shares
SOFO,"Sonic Foundry, Inc.","Sonic Foundry, Inc. - Common Stock"
SOHO,Sotherly Hotels Inc.,Sotherly Hotels Inc. - Common Stock
SOHOB,Sotherly Hotels Inc.,Sotherly Hotels Inc. - 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock
SOHOK,Sotherly Hotels LP,Sotherly Hotels LP - 7.25% Senior Unsecured Notes Due 2021
SOHOO,Sotherly Hotels Inc.,Sotherly Hotels Inc. - 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock
SOHU,"Sohu.com Limited ",Sohu.com Limited  - American Depositary Shares
SOLO,Electrameccanica Vehicles Corp. Ltd.,Electrameccanica Vehicles Corp. Ltd. - Common Stock
SOLOW,Electrameccanica Vehicles Corp. Ltd.,Electrameccanica Vehicles Corp. Ltd. - Warrants
SONA,"Southern National Bancorp of Virginia, Inc.","Southern National Bancorp of Virginia, Inc. - Common Stock"
SONC,Sonic Corp.,Sonic Corp. - Common Stock
SONO,"Sonos, Inc.","Sonos, Inc. - Common Stock"
SORL,"SORL Auto Parts, Inc.","SORL Auto Parts, Inc. - Common Stock"
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,iShares PHLX SOX Semiconductor Sector Index Fund
SP,SP Plus Corporation,SP Plus Corporation - Common Stock
SPAR,"Spartan Motors, Inc.","Spartan Motors, Inc. - Common Stock"
SPCB,"SuperCom, Ltd.","SuperCom, Ltd. - Ordinary Shares"
SPEX,Spherix Incorporated,Spherix Incorporated - Common Stock
SPHS,"Sophiris Bio, Inc.","Sophiris Bio, Inc. - Common Shares"
SPI,"SPI Energy Co., Ltd.","SPI Energy Co., Ltd. - Ordinary Shares"
SPKE,"Spark Energy, Inc.","Spark Energy, Inc. - Class A Common Stock"
SPKEP,"Spark Energy, Inc.","Spark Energy, Inc. - 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock"
SPLK,Splunk Inc.,Splunk Inc. - Common Stock
SPNE,SeaSpine Holdings Corporation,SeaSpine Holdings Corporation - Common Stock
SPNS,Sapiens International Corporation N.V.,Sapiens International Corporation N.V. - Common Shares
SPOK,"Spok Holdings, Inc.","Spok Holdings, Inc. - Common Stock"
SPPI,"Spectrum Pharmaceuticals, Inc.","Spectrum Pharmaceuticals, Inc. - Common Stock"
SPRO,"Spero Therapeutics, Inc.","Spero Therapeutics, Inc. - Common Stock"
SPRT,"Support.com, Inc.","Support.com, Inc. - Common Stock"
SPSC,"SPS Commerce, Inc.","SPS Commerce, Inc. - Common Stock"
SPTN,SpartanNash Company,SpartanNash Company - Common Stock
SPWH,"Sportsman's Warehouse Holdings, Inc.","Sportsman's Warehouse Holdings, Inc. - Common Stock"
SPWR,SunPower Corporation,SunPower Corporation - Common Stock
SQBG,"Sequential Brands Group, Inc.","Sequential Brands Group, Inc. - Common Stock"
SQLV,Legg Mason Small,Legg Mason Small-Cap Quality Value ETF
SQQQ,ProShares UltraPro Short QQQ,ProShares UltraPro Short QQQ
SRAX,"Social Reality, Inc.","Social Reality, Inc. - Class A Common Stock"
SRCE,1st Source Corporation,1st Source Corporation - Common Stock
SRCL,"Stericycle, Inc.","Stericycle, Inc. - Common Stock"
SRCLP,"Stericycle, Inc.","Stericycle, Inc. - Depository Receipt"
SRDX,"Surmodics, Inc.","Surmodics, Inc. - Common Stock"
SRET,Global X SuperDividend REIT ETF,Global X SuperDividend REIT ETF
SREV,"ServiceSource International, Inc.","ServiceSource International, Inc. - Common Stock"
SRNE,"Sorrento Therapeutics, Inc.","Sorrento Therapeutics, Inc. - Common Stock"
SRPT,"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc. - Common Stock"
SRRA,"Sierra Oncology, Inc.","Sierra Oncology, Inc. - Common Stock"
SRRK,Scholar Rock Holding Corporation,Scholar Rock Holding Corporation - Common Stock
SRTS,"Sensus Healthcare, Inc.","Sensus Healthcare, Inc. - Common Stock"
SRTSW,"Sensus Healthcare, Inc.","Sensus Healthcare, Inc. - Warrant"
SSB,South State Corporation,South State Corporation - Common Stock
SSBI,Summit State Bank,Summit State Bank - Common Stock
SSC,"Seven Stars Cloud Group, Inc.","Seven Stars Cloud Group, Inc. - Common Stock"
SSFN,Stewardship Financial Corp,Stewardship Financial Corp - Common Stock
SSKN,"Strata Skin Sciences, Inc.","Strata Skin Sciences, Inc. - Common Stock"
SSLJ,SSLJ.com Limited,SSLJ.com Limited - Class A Ordinary Shares
SSNC,"SS&C Technologies Holdings, Inc.","SS&C Technologies Holdings, Inc. - Common Stock"
SSNT,"SilverSun Technologies, Inc.","SilverSun Technologies, Inc. - Common Stock"
SSP,E.W. Scripps Company (The),E.W. Scripps Company (The) - Class A Common Stock
SSRM,SSR Mining Inc.,SSR Mining Inc. - Common Stock
SSTI,"ShotSpotter, Inc.","ShotSpotter, Inc. - Common Stock"
SSYS,"Stratasys, Ltd.","Stratasys, Ltd. - Common Stock"
STAA,STAAR Surgical Company,STAAR Surgical Company - Common Stock
STAF,"Staffing 360 Solutions, Inc.","Staffing 360 Solutions, Inc. - Common Stock"
STAY,"Extended Stay America, Inc.","Extended Stay America, Inc. - Paired Shares"
STBA,"S&T Bancorp, Inc.","S&T Bancorp, Inc. - Common Stock"
STBZ,State Bank Financial Corporation.,State Bank Financial Corporation. - Common Stock
STCN,"Steel Connect, Inc.","Steel Connect, Inc. - Common Stock"
STDY,SteadyMed Ltd.,SteadyMed Ltd. - Ordinary Shares
STFC,State Auto Financial Corporation,State Auto Financial Corporation - Common Stock
STIM,"Neuronetics, Inc.","Neuronetics, Inc. - Common Stock"
STKL,"SunOpta, Inc.","SunOpta, Inc. - Common Stock"
STKS,"The ONE Group Hospitality, Inc.","The ONE Group Hospitality, Inc. - Common Stock"
STLD,"Steel Dynamics, Inc.","Steel Dynamics, Inc. - Common Stock"
STLR,Stellar Acquisition III Inc.,Stellar Acquisition III Inc. - Common Stock
STLRU,Stellar Acquisition III Inc.,Stellar Acquisition III Inc. - Unit
STLRW,Stellar Acquisition III Inc.,Stellar Acquisition III Inc. - Warrants
STML,"Stemline Therapeutics, Inc.","Stemline Therapeutics, Inc. - Common Stock"
STMP,Stamps.com Inc.,Stamps.com Inc. - Common Stock
STND,Standard AVB Financial Corp.,Standard AVB Financial Corp. - Common Stock
STNL,Sentinel Energy Services Inc.,Sentinel Energy Services Inc. - Class A Ordinary Share
STNLU,Sentinel Energy Services Inc.,Sentinel Energy Services Inc. - Unit
STNLW,Sentinel Energy Services Inc.,Sentinel Energy Services Inc. - Warrant
STPP,Barclays PLC,Barclays PLC - iPath US Treasury Steepener ETN
STRA,"Strategic Education, Inc.","Strategic Education, Inc. - Common Stock"
STRL,Sterling Construction Company Inc,Sterling Construction Company Inc - Common Stock
STRM,"Streamline Health Solutions, Inc.","Streamline Health Solutions, Inc. - Common Stock"
STRS,Stratus Properties Inc.,Stratus Properties Inc. - Common Stock
STRT,STRATTEC SECURITY CORPORATION,STRATTEC SECURITY CORPORATION - Common Stock
STX,Seagate Technology PLC,Seagate Technology PLC - Ordinary Shares (Ireland)
STXB,"Spirit of Texas Bancshares, Inc.","Spirit of Texas Bancshares, Inc. - Common Stock"
SUMR,"Summer Infant, Inc.","Summer Infant, Inc. - Common Stock"
SUNS,Solar Senior Capital Ltd.,Solar Senior Capital Ltd. - Common Stock
SUNW,"Sunworks, Inc.","Sunworks, Inc. - Common Stock"
SUPN,"Supernus Pharmaceuticals, Inc.","Supernus Pharmaceuticals, Inc. - Common Stock"
SURF,"Surface Oncology, Inc.","Surface Oncology, Inc. - Common Stock"
SUSB,iShares ESG 1,iShares ESG 1-5 Year USD Corporate Bond ETF
SUSC,iShares ESG USD Corporate Bond ETF,iShares ESG USD Corporate Bond ETF
SVA,"Sinovac Biotech, Ltd.","Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)"
SVBI,Severn Bancorp Inc,Severn Bancorp Inc - Common Stock
SVRA,"Savara, Inc.","Savara, Inc. - Common Stock"
SVVC,"Firsthand Technology Value Fund, Inc.","Firsthand Technology Value Fund, Inc. - Common Stock"
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,ALPS/Dorsey Wright Sector Momentum ETF
SWIR,"Sierra Wireless, Inc.","Sierra Wireless, Inc. - Common Stock"
SWKS,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc. - Common Stock"
SYBT,"Stock Yards Bancorp, Inc.","Stock Yards Bancorp, Inc. - Common Stock"
SYBX,"Synlogic, Inc.","Synlogic, Inc. - Common Stock"
SYKE,"Sykes Enterprises, Incorporated","Sykes Enterprises, Incorporated - Common Stock"
SYMC,Symantec Corporation,Symantec Corporation - Common Stock
SYNA,Synaptics Incorporated,Synaptics Incorporated - Common Stock
SYNC,"Synacor, Inc.","Synacor, Inc. - Common Stock"
SYNH,"Syneos Health, Inc.","Syneos Health, Inc. - Class A Common Stock"
SYNL,Synalloy Corporation,Synalloy Corporation - Common Stock
SYNT,"Syntel, Inc.","Syntel, Inc. - Common Stock"
SYPR,"Sypris Solutions, Inc.","Sypris Solutions, Inc. - Common Stock"
SYRS,"Syros Pharmaceuticals, Inc.","Syros Pharmaceuticals, Inc. - common stock"
TA,TravelCenters of America LLC,TravelCenters of America LLC - Common Stock
TACO,"Del Taco Restaurants, Inc.","Del Taco Restaurants, Inc. - Common Stock"
TACOW,"Del Taco Restaurants, Inc.","Del Taco Restaurants, Inc. - Warrants"
TACT,TransAct Technologies Incorporated,TransAct Technologies Incorporated - Common Stock
TAIT,Taitron Components Incorporated,Taitron Components Incorporated - Class A Common Stock
TANH,Tantech Holdings Ltd.,Tantech Holdings Ltd. - Common Stock
TANNI,TravelCenters of America LLC,TravelCenters of America LLC - 8.25% Senior Notes due 2028
TANNL,TravelCenters of America LLC,TravelCenters of America LLC - 8.00% Senior Notes due 2029
TANNZ,TravelCenters of America LLC,TravelCenters of America LLC - TravelCenters of America LLC 8.00% Senior Notes due 2030
TAOP,Taoping Inc.,Taoping Inc. - Ordinary Shares
TAPR,Barclays PLC,Barclays PLC - Barclays Inverse US Treasury Composite ETN
TAST,"Carrols Restaurant Group, Inc.","Carrols Restaurant Group, Inc. - Common Stock"
TATT,TAT Technologies Ltd.,TAT Technologies Ltd. - Ordinary Shares
TAYD,"Taylor Devices, Inc.","Taylor Devices, Inc. - Common Stock"
TBBK,"The Bancorp, Inc.","The Bancorp, Inc. - Common Stock"
TBIO,"Translate Bio, Inc.","Translate Bio, Inc. - Common Stock"
TBK,"Triumph Bancorp, Inc.","Triumph Bancorp, Inc. - Common Stock"
TBNK,Territorial Bancorp Inc.,Territorial Bancorp Inc. - Common Stock
TBPH,"Theravance Biopharma, Inc.","Theravance Biopharma, Inc. - Ordinary Shares"
TBRG,"Thunder Bridge Acquisition, Ltd.","Thunder Bridge Acquisition, Ltd. - Class A Ordinary Shares"
TBRGU,"Thunder Bridge Acquisition, Ltd.","Thunder Bridge Acquisition, Ltd. - Unit"
TBRGW,"Thunder Bridge Acquisition, Ltd.","Thunder Bridge Acquisition, Ltd. - Warrant"
TCBI,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares, Inc. - Common Stock"
TCBIL,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares, Inc. - 6.50% Subordinated Notes due 2042"
TCBIP,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares, Inc. - Non Cumulative Preferred Perpetual Stock Series A"
TCBIW,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares, Inc. - Warrants 01/16/2019"
TCBK,TriCo Bancshares,TriCo Bancshares - Common Stock
TCCO,Technical Communications Corporation,Technical Communications Corporation - Common Stock
TCDA,"Tricida, Inc.","Tricida, Inc. - Common Stock"
TCFC,The Community Financial Corporation,The Community Financial Corporation - Common Stock
TCGP,The Carlyle Group L.P.,The Carlyle Group L.P. - 5.875% Series A Preferred Units
TCMD,"Tactile Systems Technology, Inc.","Tactile Systems Technology, Inc. - Common Stock"
TCON,"TRACON Pharmaceuticals, Inc.","TRACON Pharmaceuticals, Inc. - Common Stock"
TCPC,BlackRock TCP Capital Corp.,BlackRock TCP Capital Corp. - Common Stock
TCRD,"THL Credit, Inc.","THL Credit, Inc. - Common Stock"
TCX,Tucows Inc.,Tucows Inc. - Common Stock
TDAC,Trident Acquisitions Corp.,Trident Acquisitions Corp. - Common Stock
TDACU,Trident Acquisitions Corp.,Trident Acquisitions Corp. - Units
TDACW,Trident Acquisitions Corp.,Trident Acquisitions Corp. - Warrant
TDIV,First Trust NASDAQ Technology Dividend Index Fund,First Trust NASDAQ Technology Dividend Index Fund
TEAM,Atlassian Corporation Plc,Atlassian Corporation Plc - Class A Ordinary Shares
TECD,Tech Data Corporation,Tech Data Corporation - Common Stock
TECH,Bio,Bio-Techne Corp - Common Stock
TEDU,"Tarena International, Inc.","Tarena International, Inc. - American Depositary Shares"
TELL,Tellurian Inc.,Tellurian Inc. - Common Stock
TENB,"Tenable Holdings, Inc.","Tenable Holdings, Inc. - Common Stock"
TENX,"Tenax Therapeutics, Inc.","Tenax Therapeutics, Inc. - Common Stock"
TERP,"TerraForm Power, Inc.","TerraForm Power, Inc. - Class A Common Stock New"
TESS,TESSCO Technologies Incorporated,TESSCO Technologies Incorporated - Common Stock
TFSL,TFS Financial Corporation,TFS Financial Corporation - Common Stock
TGA,TransGlobe Energy Corporation,TransGlobe Energy Corporation - Ordinary Shares
TGEN,Tecogen Inc.,Tecogen Inc. - Common Stock
TGLS,Tecnoglass Inc.,Tecnoglass Inc. - Ordinary Shares
TGTX,"TG Therapeutics, Inc.","TG Therapeutics, Inc. - Common Stock"
THFF,First Financial Corporation Indiana,First Financial Corporation Indiana - Common Stock
THRM,Gentherm Inc,Gentherm Inc - Common Stock
THST,Truett,"Truett-Hurst, Inc. - Class A Common Stock"
TIBR,Tiberius Acquisition Corporation,Tiberius Acquisition Corporation - Common Stock
TIBRU,Tiberius Acquisition Corporation,Tiberius Acquisition Corporation - Units
TIBRW,Tiberius Acquisition Corporation,Tiberius Acquisition Corporation - Warrant
TILE,"Interface, Inc.","Interface, Inc. - Common Stock"
TIPT,Tiptree Inc.,Tiptree Inc. - Common Stock
TISA,"Top Image Systems, Ltd.","Top Image Systems, Ltd. - Ordinary Shares"
TITN,Titan Machinery Inc.,Titan Machinery Inc. - Common Stock
TIVO,TiVo Corporation,TiVo Corporation - Common Stock
TKKSU,TKK Symphony Acquisition Corporation,TKK Symphony Acquisition Corporation - Unit
TLF,"Tandy Leather Factory, Inc.","Tandy Leather Factory, Inc. - Common Stock"
TLGT,"Teligent, Inc.","Teligent, Inc. - Common Stock"
TLND,Talend S.A.,Talend S.A. - American Depositary Shares
TLRY,"Tilray, Inc.","Tilray, Inc. - Class 2 Common Stock"
TLT,iShares 20+ Year Treasury Bond ETF,iShares 20+ Year Treasury Bond ETF
TMCX,Trinity Merger Corp.,Trinity Merger Corp. - Class A Common Stock
TMCXU,Trinity Merger Corp.,Trinity Merger Corp. - Unit
TMCXW,Trinity Merger Corp.,Trinity Merger Corp. - Warrant
TMDI,Titan Medical Inc.,Titan Medical Inc. - Ordinary Shares
TMSR,TMSR Holding Company Limited,TMSR Holding Company Limited - Common Stock
TMUS,T,"T-Mobile US, Inc. - Common Stock"
TNAV,"Telenav, Inc.","Telenav, Inc. - Common Stock"
TNDM,"Tandem Diabetes Care, Inc.","Tandem Diabetes Care, Inc. - Common Stock"
TNXP,Tonix Pharmaceuticals Holding Corp.,Tonix Pharmaceuticals Holding Corp. - Common Stock
TOCA,Tocagen Inc.,Tocagen Inc. - Common Stock
TOPS,TOP Ships Inc.,TOP Ships Inc. - Common Stock
TORC,"resTORbio, Inc.","resTORbio, Inc. - Common Stock"
TOTAU,Tottenham Acquisition I Limited,Tottenham Acquisition I Limited - Unit
TOUR,Tuniu Corporation,Tuniu Corporation - American Depositary Shares
TOWN,Towne Bank,Towne Bank - Common Stock
TPIC,"TPI Composites, Inc.","TPI Composites, Inc. - Common Stock"
TPIV,TapImmune Inc.,TapImmune Inc. - Common Stock
TPNL,"3PEA International, Inc.","3PEA International, Inc. - Common Stock"
TQQQ,ProShares UltraPro QQQ,ProShares UltraPro QQQ
TRCB,Two River Bancorp,Two River Bancorp - Common Stock
TRCH,"Torchlight Energy Resources, Inc.","Torchlight Energy Resources, Inc. - Common Stock"
TREE,"LendingTree, Inc.","LendingTree, Inc. - Common Stock"
TRHC,"Tabula Rasa HealthCare, Inc.","Tabula Rasa HealthCare, Inc. - Common Stock"
TRIB,Trinity Biotech plc,Trinity Biotech plc - American Depositary Shares each representing 4 A Ordinary Shares
TRIL,Trillium Therapeutics Inc.,Trillium Therapeutics Inc. - Common Shares
TRIP,"TripAdvisor, Inc.","TripAdvisor, Inc. - Common Stock"
TRMB,Trimble Inc.,Trimble Inc. - Common Stock
TRMD,TORM plc,TORM plc - Class A Common Stock
TRMK,Trustmark Corporation,Trustmark Corporation - Common Stock
TRMT,Tremont Mortgage Trust,Tremont Mortgage Trust - Common Shares of Beneficial Interest
TRNC,"tronc, Inc.","tronc, Inc. - Common Stock"
TRNS,"Transcat, Inc.","Transcat, Inc. - Common Stock"
TROV,"TrovaGene, Inc.","TrovaGene, Inc. - Common Stock"
TROW,"T. Rowe Price Group, Inc.","T. Rowe Price Group, Inc. - Common Stock"
TRPX,Therapix Biosciences Ltd.,Therapix Biosciences Ltd. - American Depositary Shares
TRS,TriMas Corporation,TriMas Corporation - Common Stock
TRST,TrustCo Bank Corp NY,TrustCo Bank Corp NY - Common Stock
TRUE,"TrueCar, Inc.","TrueCar, Inc. - Common Stock"
TRUP,"Trupanion, Inc.","Trupanion, Inc. - Common Stock"
TRVG,trivago N.V.,trivago N.V. - American Depositary Shares
TRVN,"Trevena, Inc.","Trevena, Inc. - Common Stock"
TSBK,"Timberland Bancorp, Inc.","Timberland Bancorp, Inc. - Common Stock"
TSC,"TriState Capital Holdings, Inc.","TriState Capital Holdings, Inc. - Common Stock"
TSCAP,"TriState Capital Holdings, Inc.","TriState Capital Holdings, Inc. - Dep Shs Rep 1/40th Int 6.75% Srs A Non-Cum Pfd"
TSCO,Tractor Supply Company,Tractor Supply Company - Common Stock
TSEM,Tower Semiconductor Ltd.,Tower Semiconductor Ltd. - Ordinary Shares
TSG,The Stars Group Inc.,The Stars Group Inc. - Common Stock
TSLA,"Tesla, Inc.","Tesla, Inc.  - Common Stock"
TSRI,"TSR, Inc.","TSR, Inc. - Common Stock"
TSRO,"TESARO, Inc.","TESARO, Inc. - Common Stock"
