symbol,displayName,industry,dateListed,marketCap,xid,priceChangeFiveDayPercent,isRecentListing
RDM,RED METAL LIMITED,Materials,2003-10-27,18664972,240211,14.285714285714278,False
RMX,RED MOUNTAIN MINING LIMITED,Materials,2011-09-01,9087404,36066063,0.0,False
RVR,RED RIVER RESOURCES LIMITED,Materials,2005-07-15,SUSPENDED,2534038,0.0,False
ROG,RED SKY ENERGY LIMITED.,Energy,2007-05-23,23860022,7402564,0.0,False
RBL,REDBUBBLE LIMITED,Consumer Discretionary Distribution & Retail,2016-05-16,120808297,343972702,4.761904761904766,False
RFX,REDFLOW LIMITED,Capital Goods,2010-12-14,32349485,28186027,22.22222222222223,False
RDS,REDSTONE RESOURCES LIMITED,Materials,2006-08-03,6631492,5086971,-9.999999999999993,False
REH,REECE LIMITED,Capital Goods,1974-01-01,10548921676,240711,2.5450031036623226,False
RLC,REEDY LAGOON CORPORATION LIMITED,Materials,2007-06-22,3400318,7734113,0.0,False
RCT,REEF CASINO TRUST,Consumer Services,1994-02-11,156375253,239963,-1.9230769230769247,False
RG8,REGAL ASIAN INVESTMENTS LIMITED,Not Applic,2019-11-13,409073841,561648574,2.7848101265822867,False
RF1,REGAL INVESTMENT FUND,Not Applic,2019-06-17,552639257,538972667,0.7662835249042153,False
RPL,REGAL PARTNERS LIMITED,Financial Services,2019-06-21,771646034,539657119,1.9736842105263175,False
R8R,REGENER8 RESOURCES NL,Materials,2022-07-08,7740400,726240515,0.0,False
RGS,REGENEUS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",2013-09-19,3370806,67701075,9.999999999999993,False
RGN,REGION GROUP,Equity Real Estate Investment Trusts (REITs),2012-11-26,2722878759,52379331,-1.6597510373443998,False
REX,REGIONAL EXPRESS HOLDINGS LIMITED,Transportation,2005-11-09,156217316,3494643,-0.3649635036496434,False
REG,REGIS HEALTHCARE LIMITED,Health Care Equipment & Services,2014-10-07,567211814,79146127,22.580645161290327,False
RRL,REGIS RESOURCES LIMITED,Materials,1987-02-19,1423223869,244730,-0.2652519893899148,False
RWC,RELIANCE WORLDWIDE CORPORATION LIMITED,Capital Goods,2016-04-29,2710025044,343507757,2.9154518950437343,False
REM,REMSENSE TECHNOLOGIES LIMITED,Capital Goods,2021-11-02,6866057,680416050,0.0,False
RNU,RENASCOR RESOURCES LIMITED,Materials,2010-12-15,520578537,27553927,7.1428571428571495,False
RNX,RENEGADE EXPLORATION LIMITED,Materials,2006-11-14,13043573,5649744,23.076923076923087,False
RLT,RENERGEN LIMITED,Energy,2019-06-06,201268190,537694132,15.867158671586722,False
RNT,RENT.COM.AU LIMITED,Media & Entertainment,1994-05-26,14895972,275100048,-3.333333333333325,False
RNE,RENU ENERGY LIMITED,Utilities,2002-09-12,22465608,136754,8.510638297872347,False
RMC,RESIMAC GROUP LTD,Financial Services,2001-03-19,377936888,148595,3.3707865168539355,False
RMD,RESMED INC,Health Care Equipment & Services,1999-11-25,47101691189,243138,2.9064196742254875,False
RSG,RESOLUTE MINING LIMITED,Materials,1979-01-11,809022496,244928,2.666666666666669,False
RML,RESOLUTION MINERALS LTD,Materials,2017-09-22,5398731,419550458,-16.666666666666668,False
RHT,RESONANCE HEALTH LIMITED,Health Care Equipment & Services,1987-10-23,19368283,54753410,19.047619047619047,False
RBX,RESOURCE BASE LIMITED.,Materials,2021-07-12,8867405,660058075,-13.793103448275858,False
RDG,RESOURCE DEVELOPMENT GROUP LIMITED,Capital Goods,2011-05-19,160123953,34560088,-1.7857142857142874,False
RMI,RESOURCE MINING CORPORATION LIMITED,Materials,1985-02-14,27336788,243192,-10.344827586206893,False
REZ,RESOURCES & ENERGY GROUP LIMITED,Materials,2005-03-11,7497087,1425230,7.6923076923077,False
RSH,RESPIRI LIMITED,Health Care Equipment & Services,2000-07-14,52280653,247339,3.3898305084745797,False
RBD,RESTAURANT BRANDS NEW ZEALAND LIMITED,Consumer Services,2017-09-28,754789064,428980596,0.49833887043189784,False
RFG,RETAIL FOOD GROUP LIMITED,Consumer Services,2006-06-22,166057734,4888444,2.985074626865674,False
RTE,RETECH TECHNOLOGY CO. LIMITED,Consumer Services,2017-06-22,SUSPENDED,402170356,0.0,False
RVS,REVASUM INC.,Semiconductors & Semiconductor Equipment,2018-12-04,25419997,504670182,-9.259259259259267,False
RRR,REVOLVER RESOURCES HOLDINGS LTD,Materials,2021-09-23,40064169,674176576,-4.109589041095879,False
RWD,REWARD MINERALS LTD,Materials,1991-12-12,14281454,245892,-18.604651162790685,False
RXH,REWARDLE HOLDINGS LIMITED,Media & Entertainment,2014-10-07,8947465,79097234,6.250000000000005,False
RXM,REX MINERALS LIMITED,Materials,2007-09-20,163016586,8433166,3.8461538461538494,False
REY,REY RESOURCES LIMITED,Energy,2006-06-05,29669855,3137371,16.666666666666682,False
RNO,RHINOMED LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2007-09-21,25143333,56819080,-7.368421052631585,False
RHY,RHYTHM BIOSCIENCES LIMITED,Health Care Equipment & Services,2017-12-07,107497957,442189459,2.222222222222224,False
SGLLV,RICEGROWERS LIMITED,"Food, Beverage & Tobacco",2019-04-08,399797069,524947652,-0.15822784810126245,False
RVT,RICHMOND VANADIUM TECHNOLOGY LIMITED,Materials,2022-12-13,86514999,765973321,-7.407407407407414,True
RIC,RIDLEY CORPORATION LIMITED,"Food, Beverage & Tobacco",1987-08-13,693304096,242072,1.3888888888888797,False
RIE,RIEDEL RESOURCES LIMITED,Materials,2011-01-31,8230242,27570233,-14.285714285714286,False
RCW,RIGHTCROWD LIMITED,Software & Services,2017-09-18,7867838,427096335,0.0,False
RIM,RIMFIRE PACIFIC MINING LIMITED,Materials,1997-03-04,13838380,242230,16.666666666666668,False
RCR,RINCON RESOURCES LIMITED,Materials,2020-12-21,5011698,628142608,1.3698630136986314,False
RIO,RIO TINTO LIMITED,Materials,1962-09-19,42225844570,242302,-0.5734144222415262,False
RGL,RIVERSGOLD LIMITED,Materials,2017-10-10,16072951,424265654,6.666666666666673,False
RLF,RLF AGTECH LTD,Materials,2022-04-21,38835988,709668928,-4.651162790697666,False
RMY,RMA GLOBAL LIMITED,Media & Entertainment,2018-07-05,72532542,473078969,0.0,False
ROC,ROCKETBOOTS LIMITED,Software & Services,2021-12-07,6627500,686665226,0.0,False
RON,RONIN RESOURCES LTD,Materials,2021-12-16,4585626,690201046,-3.3333333333333366,False
RLG,ROOLIFE GROUP LTD,Media & Entertainment,2016-11-16,7155581,371022659,9.999999999999993,False
ROODA,ROOTS SUSTAINABLE AGRICULTURAL TECHNOLOGIES LTD,Capital Goods,2017-12-07,OTHER,442152613,-16.666666666666668,False
RGI,ROTO-GRO INTERNATIONAL LIMITED,Capital Goods,2017-02-10,SUSPENDED,376838050,0.0,False
RXL,ROX RESOURCES LIMITED,Materials,2004-04-27,63940964,667874594,-8.333333333333321,False
RPM,RPM AUTOMOTIVE GROUP LIMITED,Automobiles & Components,1983-11-10,17432301,291340,-5.000000000000004,False
RUL,RPMGLOBAL HOLDINGS LIMITED,Software & Services,2008-05-27,323741335,11655356,3.703703703703707,False
RTG,RTG MINING INC.,Materials,2014-06-05,40258630,75481625,14.285714285714281,False
RWL,RUBICON WATER LIMITED,Technology Hardware & Equipment,2021-09-02,113444169,674969291,-5.714285714285704,False
RB6,RUBIX RESOURCES LIMITED,Materials,2021-12-23,5941500,690483177,-11.764705882352951,False
RTR,RUMBLE RESOURCES LIMITED,Materials,2011-07-01,128483619,34233751,-2.325581395348839,False
RFF,RURAL FUNDS GROUP,Equity Real Estate Investment Trusts (REITs),2014-02-14,783874223,72172995,-1.9512195121951021,False
RYD,RYDER CAPITAL LIMITED,Not Applic,2015-09-28,92527991,300431802,0.8928571428571436,False
S2R,S2 RESOURCES LTD,Materials,2015-10-19,57412813,309354444,-3.5714285714285743,False
SBR,SABRE RESOURCES LIMITED,Materials,1987-12-17,8161613,248734,7.999999999999994,False
SGC,SACGASCO LIMITED,Energy,2005-10-11,5521072,3347786,-9.999999999999993,False
SRH,SAFEROADS HOLDINGS LIMITED,Transportation,2005-12-15,4495414,3746898,0.0,False
SAN,SAGALIO ENERGY LIMITED,Energy,2011-12-15,2660582,39706376,0.0,False
SO4,SALT LAKE POTASH LIMITED,Materials,2006-11-03,SUSPENDED,5909234,0.0,False
SB2,SALTER BROTHERS EMERGING COMPANIES LIMITED,Not Applic,2021-06-16,64319053,656905834,0.714285714285715,False
SFR,SANDFIRE RESOURCES LIMITED,Materials,2004-03-04,2686524537,251652,8.556149732620312,False
SNC,SANDON CAPITAL INVESTMENTS LIMITED,Not Applic,2013-12-23,87235990,70485944,0.0,False
SFM,SANTA FE MINERALS LTD,Materials,2011-10-07,4223490,37920572,0.0,False
SMI,SANTANA MINERALS LIMITED,Materials,2013-05-31,107119871,58398202,0.0,False
STO,SANTOS LIMITED,Energy,1954-10-01,22331634431,261429,2.6587887740029634,False
SRR,SARAMA RESOURCES LTD,Materials,2022-05-02,13378450,714196775,-24.0,False
SGA,SARYTOGAN GRAPHITE LIMITED,Materials,2022-07-18,52369816,711969333,-1.2987012987012998,False
STN,SATURN METALS LIMITED,Materials,2018-03-09,25005506,455761552,-13.157894736842103,False
SND,SAUNDERS INTERNATIONAL LIMITED,Capital Goods,2007-12-05,125980954,9216743,1.9308226515220114e-14,False
SVG,SAVANNAH GOLDFIELDS LIMITED,Materials,1987-04-02,30215750,245013,-8.333333333333327,False
SYA,SAYONA MINING LIMITED,Materials,2004-03-30,1643809828,91783,1.3539305178355568e-14,False
SCG,SCENTRE GROUP,Equity Real Estate Investment Trusts (REITs),2014-06-25,14273540432,76053389,1.609018876268343e-14,False
SFC,SCHAFFER CORPORATION LIMITED,Automobiles & Components,1974-01-01,247902691,251361,0.0,False
SCL,SCHROLE GROUP LTD,Software & Services,2013-11-11,12396785,69430481,1.5860328923216522e-14,False
SDV,SCIDEV LTD,Materials,2002-05-02,63584180,167026,-8.571428571428564,False
SCN,SCORPION MINERALS LIMITED,Materials,2007-03-07,21433784,6708659,25.454545454545464,False
SCT,SCOUT SECURITY LIMITED,Consumer Services,2017-08-25,6917164,403817190,0.0,False
SDI,SDI LIMITED,Health Care Equipment & Services,1985-11-07,101035701,250201,1.81818181818182,False
SFG,SEAFARMS GROUP LIMITED,"Food, Beverage & Tobacco",1990-06-14,38692793,79849,0.0,False
SES,SECOS GROUP LTD,Materials,1996-11-21,30699425,78515,-13.114754098360656,False
SEK,SEEK LIMITED,Media & Entertainment,2005-04-19,8236602812,1602597,-0.5112910097997335,False
SHV,SELECT HARVESTS LIMITED,"Food, Beverage & Tobacco",1978-06-15,484234656,253118,0.24691358024693025,False
SWF,SELFWEALTH LIMITED,Financial Services,2017-11-23,42634722,431866135,2.85714285714286,False
SEN,SENETAS CORPORATION LIMITED,Technology Hardware & Equipment,1984-06-21,31567656,250997,1.3344026738283132e-14,False
SNS,SENSEN NETWORKS LIMITED,Software & Services,2007-05-31,30539823,28101123,0.0,False
SE1,SENSERA LIMITED,Semiconductors & Semiconductor Equipment,2016-12-23,SUSPENDED,375610518,0.0,False
S3N,SENSORE LTD.,Class Pend,2022-02-11,24494606,694175284,11.111111111111121,False
SEQ,SEQUOIA FINANCIAL GROUP LTD,Financial Services,2000-09-19,75630534,82038,2.77777777777778,False
SKO,SERKO LIMITED,Software & Services,2018-06-25,258952499,476073625,-1.8691588785046744,False
SRV,SERVCORP LIMITED,Real Estate Management & Development,1999-12-06,298199095,259774,-3.1446540880503173,False
SSM,SERVICE STREAM LIMITED,Capital Goods,2004-12-09,397289746,265887,-5.8823529411764754,False
SVW,SEVEN GROUP HOLDINGS LIMITED,Capital Goods,2010-04-30,8460339095,23693826,0.34647033347770395,False
SWM,SEVEN WEST MEDIA LIMITED,Media & Entertainment,1992-01-09,637338086,283651,-3.5714285714285614,False
SZL,SEZZLE INC.,Financial Services,2019-07-30,158343126,545367247,35.84905660377357,False
SGF,SG FLEET GROUP LIMITED,Commercial & Professional Services,2014-03-04,718168332,72700592,-0.47393364928908943,False
SHA,SHAPE AUSTRALIA CORPORATION LIMITED,Capital Goods,2021-12-17,121894320,690505693,0.9933774834437168,False
SSG,SHAVER SHOP GROUP LIMITED,Consumer Discretionary Distribution & Retail,2016-07-01,132322619,353800105,-1.4423076923077043,False
SFX,SHEFFIELD RESOURCES LIMITED,Materials,2010-12-15,193033720,28186030,0.0,False
SBW,SHEKEL BRAINWEIGH LTD,Software & Services,2018-11-20,15677225,502446878,0.0,False
SHJ,SHINE JUSTICE LTD,Consumer Services,2013-05-15,129946359,56845837,-0.6849315068493157,False
SHM,SHRIRO HOLDINGS LIMITED,Consumer Durables & Apparel,2015-06-23,69804161,275486865,-9.677419354838703,False
SI6,SI6 METALS LIMITED,Materials,2008-01-18,8972368,9258828,9.090909090909099,False
SNX,SIERRA NEVADA GOLD INC.,Materials,2022-05-03,15417050,711257085,10.000000000000009,False
SRX,SIERRA RUTILE HOLDINGS LIMITED,Materials,2022-07-27,101816747,740957750,12.765957446808523,False
SSL,SIETEL LIMITED,Real Estate Management & Development,1974-01-01,68063572,260182,0.0,False
SIG,SIGMA HEALTHCARE LIMITED,Health Care Equipment & Services,2002-10-30,688529670,55666,6.349206349206355,False
SIH,SIHAYO GOLD LIMITED,Materials,1988-03-31,12204256,223106,0.0,False
SLX,SILEX SYSTEMS LIMITED,Semiconductors & Semiconductor Equipment,1998-05-07,890425090,255500,2.493074792243776,False
SLA,SILK LASER AUSTRALIA LIMITED,Health Care Equipment & Services,2020-12-15,99336601,631596147,-3.030303030303033,False
SLH,SILK LOGISTICS HOLDINGS LIMITED,Transportation,2021-07-09,187231320,663285454,2.155172413793115,False
SLR,SILVER LAKE RESOURCES LIMITED,Materials,2007-11-14,1036664931,9014663,-5.194805194805199,False
SVL,SILVER MINES LIMITED,Materials,2007-01-19,245703438,5965345,9.090909090909083,False
SIS,SIMBLE SOLUTIONS LIMITED,Software & Services,2018-02-22,5595983,445253169,22.222222222222225,False
SIO,SIMONDS GROUP LIMITED,Consumer Durables & Apparel,2014-11-17,37790177,80404535,0.0,False
SGM,SIMS LIMITED,Materials,2005-10-21,2864774913,256133,1.8342391304347796,False
SHG,SINGULAR HEALTH GROUP LTD,Health Care Equipment & Services,2021-02-12,8621944,635625997,-10.63829787234042,False
SRI,SIPA RESOURCES LIMITED,Materials,1990-08-23,5247637,259515,-15.384615384615387,False
SNG,SIREN GOLD LIMITED,Materials,2020-10-07,12083293,616830812,-4.210526315789477,False
SIT,SITE GROUP INTERNATIONAL LIMITED,Consumer Services,1987-08-21,5204981,254808,0.0,False
SDR,SITEMINDER LIMITED,Software & Services,2021-11-08,907021078,687232087,10.63122923588041,False
SIV,SIV CAPITAL LIMITED,Capital Goods,2005-05-31,9470568,1832677,5.263157894736847,False
SKN,SKIN ELEMENTS LIMITED,Household & Personal Products,2017-01-06,6525889,323488946,-12.5,False
SKS,SKS TECHNOLOGIES GROUP LIMITED,Capital Goods,1974-01-01,19688788,254714,12.499999999999995,False
SKY,SKY METALS LIMITED,Materials,2004-03-11,18462390,228662,8.888888888888896,False
SKT,SKY NETWORK TELEVISION LIMITED.,Media & Entertainment,2005-07-04,333362607,2421359,6.306306306306292,False
SKC,SKYCITY ENTERTAINMENT GROUP LIMITED,Consumer Services,1999-03-29,1702859668,254471,0.9009009009009016,False
SKF,SKYFII LTD,Software & Services,1999-12-17,30702208,39277130,-11.267605633802809,False
SGH,SLATER & GORDON LIMITED,Consumer Services,2007-05-21,76884969,7334326,0.0,False
SPZ,SMART PARKING LIMITED,Technology Hardware & Equipment,2007-01-09,82332955,5933282,1.1810883240693156e-14,False
SIQ,SMARTGROUP CORPORATION LTD,Commercial & Professional Services,2014-07-02,824533356,76252476,3.75816993464053,False
SMP,SMARTPAY HOLDINGS LIMITED,Financial Services,2013-09-04,263304884,67291570,4.1284403669724705,False
SOC,SOCO CORPORATION LTD,Software & Services,2022-12-23,32828900,773000536,0.0,True
SLM,SOLIS MINERALS LTD.,Materials,2021-12-24,6953665,690353188,-8.33333333333333,False
SLS,SOLSTICE MINERALS LIMITED,Materials,2022-05-02,16045889,715257570,6.666666666666673,False
SVR,SOLVAR LIMITED,Financial Services,2006-10-19,350530555,5457155,3.3232628398791504,False
SOM,SOMNOMED LIMITED,Health Care Equipment & Services,2004-08-27,81517925,257621,-9.425287356321833,False
SHL,SONIC HEALTHCARE LIMITED,Health Care Equipment & Services,1987-04-30,16212597946,252792,1.4710208884966165,False
SHP,SOUTH HARZ POTASH LTD,Materials,2017-01-20,24600510,378324481,8.823529411764694,False
S32,SOUTH32 LIMITED,Materials,2015-05-18,18830450256,88102539,2.6960784313725568,False
SXE,SOUTHERN CROSS ELECTRICAL ENGINEERING LTD,Capital Goods,2007-11-28,168599579,9231398,4.800000000000004,False
SXG,SOUTHERN CROSS GOLD LTD,Materials,2022-05-16,129586730,717460116,5.303030303030307,False
SXL,SOUTHERN CROSS MEDIA GROUP LIMITED,Media & Entertainment,2005-11-17,211632710,628775309,2.285714285714288,False
SAU,SOUTHERN GOLD LIMITED,Materials,2005-04-21,6906561,1657171,21.05263157894737,False
SUH,SOUTHERN HEMISPHERE MINING LIMITED,Materials,2010-01-05,7086076,22330039,0.0,False
SPD,SOUTHERN PALLADIUM LIMITED,Materials,2022-06-08,52503750,723638698,14.423076923076914,False
SOV,SOVEREIGN CLOUD HOLDINGS LIMITED,Software & Services,2020-12-14,16970034,626320637,-9.090909090909086,False
SVM,SOVEREIGN METALS LIMITED,Materials,2007-01-22,181286884,5947363,-10.344827586206893,False
SPA,SPACETALK LTD,Software & Services,2001-07-17,12881911,207960,-9.090909090909085,False
SPN,SPARC TECHNOLOGIES LIMITED,Materials,1986-07-03,31537471,217085,-1.449275362318826,False
SPK,SPARK NEW ZEALAND LIMITED,Telecommunication Services,1991-08-22,8579247554,266801,1.986754966887414,False
SP3,SPECTUR LIMITED,Technology Hardware & Equipment,2017-08-01,6224331,417089262,3.225806451612906,False
SPX,SPENDA LIMITED,Software & Services,2002-05-29,39197566,225758,0.0,False
SEC,SPHERIA EMERGING COMPANIES LIMITED,Not Applic,2017-12-05,114586956,435415418,0.0,False
ST1,SPIRIT TECHNOLOGY SOLUTIONS LTD,Telecommunication Services,1999-10-22,43207033,270335,-10.144927536231892,False
SPT,SPLITIT PAYMENTS LTD,Financial Services,2019-01-29,72470539,513315236,0.0,False
SEG,SPORTS ENTERTAINMENT GROUP LIMITED,Media & Entertainment,2000-11-28,57444646,231845,0.0,False
SHO,SPORTSHERO LIMITED,Media & Entertainment,2008-06-12,10350020,11685444,-5.263157894736828,False
SIX,SPRINTEX LIMITED,Automobiles & Components,2008-05-29,10682882,11027186,-22.44897959183674,False
SQX,SQX RESOURCES LIMITED,Materials,2023-02-20,4062500,776265940,0.0,True
SRG,SRG GLOBAL LIMITED,Capital Goods,2007-08-17,376616241,261694,9.62962962962962,False
SRJ,SRJ TECHNOLOGIES GROUP PLC,Energy,2020-09-18,10806284,613373568,-10.714285714285722,False
SSH,SSH GROUP LTD,Energy,2021-09-17,11771974,673226413,0.0,False
SSR,SSR MINING INC.,Materials,2020-09-17,4457807132,601944424,2.8103044496487017,False
SBM,ST BARBARA LIMITED,Materials,1969-05-15,522586653,19874919,-3.0075187969924837,False
SGQ,ST GEORGE MINING LIMITED,Materials,2010-11-16,42866038,25989504,-5.357142857142862,False
SMR,STANMORE RESOURCES LIMITED,Energy,2009-12-09,3073745472,21702227,9.345794392523374,False
S66,STAR COMBO PHARMA LIMITED,Household & Personal Products,2018-05-16,14183713,460636356,4.761904761904766,False
SMS,STAR MINERALS LIMITED,Materials,2021-10-27,3856450,673381012,2.8571428571428594,False
SPL,STARPHARMA HOLDINGS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2000-09-28,196444693,258471,2.1276595744680873,False
GAS,STATE GAS LIMITED,Energy,2017-10-10,53959753,430708791,-4.8076923076923,False
SVY,STAVELY MINERALS LIMITED,Materials,2014-05-07,61968256,74386311,0.0,False
SDF,STEADFAST GROUP LIMITED,Insurance,2013-08-02,5930188420,59611073,2.333931777378813,False
SGI,STEALTH GLOBAL HOLDINGS LTD,Capital Goods,2018-10-02,11964000,492660670,19.99999999999999,False
SST,STEAMSHIPS TRADING COMPANY LIMITED,Capital Goods,1962-06-30,281244710,260339,0.0,False
SLB,STELAR METALS LIMITED,Class Pend,2022-03-18,9837750,704990235,9.999999999999995,False
SRZ,STELLAR RESOURCES LIMITED,Materials,2005-04-28,11050940,1692864,9.999999999999993,False
SCU,STEMCELL UNITED LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2000-06-13,SUSPENDED,40134,0.0,False
STP,STEP ONE CLOTHING LIMITED,Consumer Discretionary Distribution & Retail,2021-11-01,50041879,685523118,-6.77966101694914,False
SGP,STOCKLAND,Equity Real Estate Investment Trusts (REITs),1987-02-19,9333841198,252220,1.818181818181814,False
SHE,STONEHORSE ENERGY LIMITED,Energy,2000-07-24,10266901,145039,0.0,False
SRY,STORY-I LIMITED,Consumer Discretionary Distribution & Retail,2015-01-20,3387644,82305786,0.0,False
STG,STRAKER TRANSLATIONS LIMITED,Media & Entertainment,2018-10-22,53593046,494868223,-5.952380952380945,False
STA,STRANDLINE RESOURCES LIMITED,Materials,2000-05-17,388395486,143009,7.692307692307699,False
SOR,STRATEGIC ELEMENTS LIMITED,Financial Services,2011-08-11,49162678,34830437,0.0,False
SER,STRATEGIC ENERGY RESOURCES LIMITED,Materials,1991-08-15,4451156,616465557,0.0,False
SP8,STREAMPLAY STUDIO LIMITED,Media & Entertainment,1971-06-09,9104990,138633,0.0,False
STK,STRICKLAND METALS LIMITED,Materials,2006-04-06,55977435,4293481,-2.7027027027026866,False
STX,STRIKE ENERGY LIMITED,Energy,2004-08-05,916460877,261884,4.054054054054058,False
SRK,STRIKE RESOURCES LIMITED,Materials,2000-03-07,17592500,112844,0.0,False
SMN,STRUCTURAL MONITORING SYSTEMS PLC,Technology Hardware & Equipment,2004-08-16,61051730,256024,7.608695652173907,False
SLZ,SULTAN RESOURCES LTD,Materials,2018-08-16,3497944,483354142,-28.571428571428573,False
SNZ,SUMMERSET GROUP HOLDINGS LIMITED,Health Care Equipment & Services,2013-07-18,1933556839,59528586,0.0,False
SUM,SUMMIT MINERALS LIMITED,Materials,2022-08-05,4016674,726226770,-3.8461538461538494,False
SUN,SUNCORP GROUP LIMITED,Insurance,1988-07-07,15029858848,262335,1.5177065767285118,False
SDG,SUNLAND GROUP LIMITED,Real Estate Management & Development,1995-02-28,186881488,250180,2.214022140221404,False
SRL,SUNRISE ENERGY METALS LIMITED,Materials,2007-11-09,136887976,8952553,14.336917562724011,False
SHN,SUNSHINE GOLD LIMITED,Materials,2002-01-25,13935286,227432,0.0,False
STM,SUNSTONE METALS LTD,Materials,2007-03-22,75992946,6891147,20.000000000000018,False
SUL,SUPER RETAIL GROUP LIMITED,Consumer Discretionary Distribution & Retail,2004-07-06,2732500650,262270,0.1644736842105228,False
SPQ,SUPERIOR RESOURCES LIMITED,Materials,2007-11-12,88463462,8707206,-8.928571428571425,False
SLC,SUPERLOOP LIMITED,Telecommunication Services,2015-06-04,289792979,274040204,-3.278688524590167,False
SNL,SUPPLY NETWORK LIMITED,Consumer Discretionary Distribution & Retail,1987-09-10,502975512,256840,0.3316749585406231,False
SRN,SUREFIRE RESOURCES NL,Materials,1999-06-11,31627270,135881,11.111111111111121,False
SUV,SUVO STRATEGIC MINERALS LIMITED,Materials,2011-05-17,29587449,31464140,-7.142857142857149,False
SW1,SWIFT NETWORKS GROUP LIMITED,Media & Entertainment,1994-06-30,7113560,84508,0.0,False
SWP,SWOOP HOLDINGS LIMITED,Telecommunication Services,1988-10-06,58384770,656819965,-5.08474576271185,False
SYM,SYMBIO HOLDINGS LIMITED,Software & Services,2006-05-18,141922071,4718236,-8.24175824175825,False
SOP,SYNERTEC CORPORATION LIMITED,Commercial & Professional Services,2013-05-28,102734398,57684885,-3.703703703703707,False
SM1,SYNLAIT MILK LIMITED,"Food, Beverage & Tobacco",2016-11-25,476508021,372477979,-15.966386554621844,False
SYR,SYRAH RESOURCES LIMITED,Materials,2007-09-11,1035579006,8242255,7.692307692307685,False
TAH,TABCORP HOLDINGS LIMITED,Consumer Services,1994-08-15,2247351450,264909,-1.5151515151515165,False
T88,TAITON RESOURCES LIMITED,Materials,2022-12-19,14236861,760519773,0.0,True
TLG,TALGA GROUP LTD,Materials,2010-07-09,539148087,24497838,-2.9411764705882306,False
TD1,TALI DIGITAL LIMITED,Health Care Equipment & Services,2004-09-23,6530311,55399,-16.666666666666668,False
TLM,TALISMAN MINING LIMITED,Materials,2005-11-25,25344832,3416620,0.0,False
TPD,TALON ENERGY LTD,Energy,2013-02-28,88591456,744383580,0.0,False
TWD,TAMAWOOD LIMITED,Consumer Durables & Apparel,2000-08-14,77548890,274152,-1.3636363636363749,False
TBN,TAMBORAN RESOURCES LIMITED,Energy,2021-07-02,297362258,661699123,-7.142857142857137,False
TMB,TAMBOURAH METALS LTD,Materials,2021-08-12,5971897,667459818,-13.999999999999998,False
TAM,TANAMI GOLD NL,Materials,1986-12-11,41128397,265007,2.8571428571428594,False
TAR,TARUGA MINERALS LIMITED,Materials,2012-02-07,9884375,41268420,-12.5,False
TFL,TASFOODS LIMITED,"Food, Beverage & Tobacco",1999-12-16,12675770,86443,12.903225806451625,False
TSK,TASK GROUP HOLDINGS LIMITED,Software & Services,2020-11-25,108222823,629147040,0.0,False
TAS,TASMAN RESOURCES LTD,Materials,2001-12-18,5701354,265168,0.0,False
TIP,TEAMINVEST PRIVATE GROUP LIMITED,Financial Services,2019-05-24,55651867,527989515,-2.4390243902438913,False
TG1,TECHGEN METALS LTD,Materials,2021-04-07,3922979,645573554,-1.612903225806453,False
TMT,TECHNOLOGY METALS AUSTRALIA LIMITED,Materials,2016-12-21,74487718,373302690,44.680851063829806,False
TNE,TECHNOLOGY ONE LIMITED,Software & Services,1999-12-08,4612106051,270358,1.135557132718241,False
T3K,TEK-OCEAN GROUP LIMITED,Energy,2021-09-02,SUSPENDED,671981589,0.0,False
TLX,TELIX PHARMACEUTICALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2017-11-15,2230818301,439018320,-4.0845070422535095,False
TLS,TELSTRA GROUP LIMITED,Telecommunication Services,1997-11-17,48644139156,269616,1.699029126213599,False
TEM,TEMPEST MINERALS LIMITED,Materials,2017-03-28,10636560,375415600,-4.545454545454534,False
TPW,TEMPLE & WEBSTER GROUP LTD,Consumer Discretionary Distribution & Retail,2015-12-10,425405969,319835885,5.882352941176468,False
TMR,TEMPUS RESOURCES LTD,Materials,2018-08-15,12466912,483665060,4.1666666666666705,False
X64,TEN SIXTY FOUR LIMITED,Materials,2003-12-23,SUSPENDED,202746,0.0,False
TMS,TENNANT MINERALS LIMITED,Materials,2004-08-17,22023569,651810728,0.0,False
T92,TERRA URANIUM LIMITED,Energy,2022-09-08,11560825,745248089,-5.8823529411764754,False
TER,TERRACOM LIMITED,Energy,2010-07-22,448541092,24788500,9.090909090909078,False
TGH,TERRAGEN HOLDINGS LIMITED,Materials,2019-12-11,5820577,566133369,-6.060606060606066,False
TMX,TERRAIN MINERALS LIMITED,Materials,2006-03-23,5957596,4306779,0.0,False
TZN,TERRAMIN AUSTRALIA LIMITED.,Materials,2003-12-23,44447817,274839,-22.72727272727272,False
TSO,TESORO GOLD LTD,Materials,2004-01-28,30551865,318528613,0.0,False
TNT,TESSERENT LIMITED,Software & Services,2016-02-15,83959291,323505775,-4.411764705882357,False
TG6,TG METALS LIMITED,Materials,2022-05-26,5159062,719676953,0.0,False
A2M,THE A2 MILK COMPANY LIMITED,"Food, Beverage & Tobacco",2015-03-31,4295758473,86540647,-1.0204081632652995,False
